Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Validation Epoch 199 : 	 Train : 6.03507e-01 	 Res : 9.81284e-04 	 MSE : 5.61503e-02
Training Epoch 199 finished, took current epoch 52.90s, cumulative time 10499.58s
Epoch 200, 25% 	 Loss : 6.2667e-01 	 Res : 1.5386e-03 	 MSE : 2.2158e-01
Epoch 200, 50% 	 Loss : 6.0099e-01 	 Res : 1.8762e-03 	 MSE : 2.5091e-01
Epoch 200, 75% 	 Loss : 6.3118e-01 	 Res : 1.3027e-03 	 MSE : 2.9006e-01
Training Epoch 200 : 	 Train : 6.18743e-01 	 Res : 1.55760e-03 	 MSE : 2.86625e-01
Validation Epoch 200 : 	 Train : 6.08840e-01 	 Res : 1.59868e-03 	 MSE : 4.79661e-01
Training Epoch 200 finished, took current epoch 52.76s, cumulative time 10552.19s
Epoch 201, 25% 	 Loss : 6.2021e-01 	 Res : 1.3412e-03 	 MSE : 3.0796e-01
Epoch 201, 50% 	 Loss : 6.2225e-01 	 Res : 1.3447e-03 	 MSE : 3.2604e-01
Epoch 201, 75% 	 Loss : 6.1985e-01 	 Res : 1.2577e-03 	 MSE : 3.0845e-01
Training Epoch 201 : 	 Train : 6.17111e-01 	 Res : 1.29282e-03 	 MSE : 3.03119e-01
Validation Epoch 201 : 	 Train : 6.01927e-01 	 Res : 8.68165e-04 	 MSE : 2.62446e-01
Training Epoch 201 finished, took current epoch 52.67s, cumulative time 10604.74s
Epoch 202, 25% 	 Loss : 6.0633e-01 	 Res : 1.3052e-03 	 MSE : 2.9850e-01
Epoch 202, 50% 	 Loss : 6.3321e-01 	 Res : 3.7435e-03 	 MSE : 6.6824e-01
Epoch 202, 75% 	 Loss : 6.2413e-01 	 Res : 1.7304e-03 	 MSE : 2.5301e-01
Training Epoch 202 : 	 Train : 6.25785e-01 	 Res : 2.10607e-03 	 MSE : 3.79892e-01
Validation Epoch 202 : 	 Train : 6.05775e-01 	 Res : 1.40420e-03 	 MSE : 3.56746e-01
Training Epoch 202 finished, took current epoch 51.30s, cumulative time 10655.79s
Epoch 203, 25% 	 Loss : 6.2128e-01 	 Res : 1.4166e-03 	 MSE : 2.8287e-01
Epoch 203, 50% 	 Loss : 6.2039e-01 	 Res : 1.3861e-03 	 MSE : 2.3926e-01
Epoch 203, 75% 	 Loss : 6.1662e-01 	 Res : 1.2828e-03 	 MSE : 2.7296e-01
Training Epoch 203 : 	 Train : 6.17987e-01 	 Res : 1.30964e-03 	 MSE : 2.53147e-01
Validation Epoch 203 : 	 Train : 6.18872e-01 	 Res : 3.05666e-03 	 MSE : 6.95886e-01
Training Epoch 203 finished, took current epoch 51.05s, cumulative time 10706.71s
Epoch 204, 25% 	 Loss : 6.1531e-01 	 Res : 1.2764e-03 	 MSE : 2.5079e-01
Epoch 204, 50% 	 Loss : 6.2012e-01 	 Res : 1.4837e-03 	 MSE : 3.0091e-01
Epoch 204, 75% 	 Loss : 6.2080e-01 	 Res : 1.5541e-03 	 MSE : 2.5139e-01
Training Epoch 204 : 	 Train : 6.18332e-01 	 Res : 1.36001e-03 	 MSE : 2.66494e-01
Validation Epoch 204 : 	 Train : 6.05598e-01 	 Res : 1.56288e-03 	 MSE : 4.79686e-01
Training Epoch 204 finished, took current epoch 51.99s, cumulative time 10758.58s
Epoch 205, 25% 	 Loss : 6.1898e-01 	 Res : 1.9265e-03 	 MSE : 3.1605e-01
Epoch 205, 50% 	 Loss : 6.3676e-01 	 Res : 2.2850e-03 	 MSE : 2.7273e-01
Epoch 205, 75% 	 Loss : 6.3738e-01 	 Res : 1.7220e-03 	 MSE : 3.1456e-01
Training Epoch 205 : 	 Train : 6.22711e-01 	 Res : 1.95526e-03 	 MSE : 2.78805e-01
Validation Epoch 205 : 	 Train : 6.09699e-01 	 Res : 1.67247e-03 	 MSE : 4.94271e-02
Training Epoch 205 finished, took current epoch 53.69s, cumulative time 10812.16s
Epoch 206, 25% 	 Loss : 6.2721e-01 	 Res : 1.6599e-03 	 MSE : 1.4967e-01
Epoch 206, 50% 	 Loss : 6.1848e-01 	 Res : 1.6297e-03 	 MSE : 3.0346e-01
Epoch 206, 75% 	 Loss : 6.1270e-01 	 Res : 1.3515e-03 	 MSE : 2.6822e-01
Training Epoch 206 : 	 Train : 6.17888e-01 	 Res : 1.45399e-03 	 MSE : 2.47919e-01
Validation Epoch 206 : 	 Train : 6.02188e-01 	 Res : 8.00018e-04 	 MSE : 9.11101e-02
Training Epoch 206 finished, took current epoch 53.74s, cumulative time 10865.77s
Epoch 207, 25% 	 Loss : 6.0441e-01 	 Res : 1.2503e-03 	 MSE : 1.7229e-01
Epoch 207, 50% 	 Loss : 6.2699e-01 	 Res : 1.0171e-03 	 MSE : 1.6577e-01
Epoch 207, 75% 	 Loss : 6.3249e-01 	 Res : 1.4170e-03 	 MSE : 3.3133e-01
Training Epoch 207 : 	 Train : 6.20370e-01 	 Res : 1.28406e-03 	 MSE : 2.55922e-01
Validation Epoch 207 : 	 Train : 6.04034e-01 	 Res : 7.35625e-04 	 MSE : 3.19043e-02
Training Epoch 207 finished, took current epoch 53.15s, cumulative time 10918.79s
Epoch 208, 25% 	 Loss : 6.2907e-01 	 Res : 2.7000e-03 	 MSE : 4.1372e-01
Epoch 208, 50% 	 Loss : 6.2785e-01 	 Res : 1.6089e-03 	 MSE : 3.0902e-01
Epoch 208, 75% 	 Loss : 6.1554e-01 	 Res : 1.3730e-03 	 MSE : 1.9759e-01
Training Epoch 208 : 	 Train : 6.25302e-01 	 Res : 1.93743e-03 	 MSE : 3.17256e-01
Validation Epoch 208 : 	 Train : 6.26206e-01 	 Res : 1.69922e-03 	 MSE : 4.91549e-01
Training Epoch 208 finished, took current epoch 54.18s, cumulative time 10972.84s
Epoch 209, 25% 	 Loss : 6.1852e-01 	 Res : 1.7962e-03 	 MSE : 3.7339e-01
Epoch 209, 50% 	 Loss : 6.0970e-01 	 Res : 1.5477e-03 	 MSE : 3.0165e-01
Epoch 209, 75% 	 Loss : 6.3595e-01 	 Res : 1.9175e-03 	 MSE : 2.3253e-01
Training Epoch 209 : 	 Train : 6.21297e-01 	 Res : 1.67430e-03 	 MSE : 2.98390e-01
Validation Epoch 209 : 	 Train : 6.06093e-01 	 Res : 1.70790e-03 	 MSE : 3.65448e-01
Training Epoch 209 finished, took current epoch 53.56s, cumulative time 11026.28s
Epoch 210, 25% 	 Loss : 6.2223e-01 	 Res : 1.5700e-03 	 MSE : 2.9892e-01
Epoch 210, 50% 	 Loss : 6.1326e-01 	 Res : 1.1842e-03 	 MSE : 2.6426e-01
Epoch 210, 75% 	 Loss : 6.1313e-01 	 Res : 1.2065e-03 	 MSE : 2.8842e-01
Training Epoch 210 : 	 Train : 6.16430e-01 	 Res : 1.29101e-03 	 MSE : 2.84765e-01
Validation Epoch 210 : 	 Train : 6.00989e-01 	 Res : 8.25838e-04 	 MSE : 1.09536e-01
Training Epoch 210 finished, took current epoch 52.70s, cumulative time 11078.83s
Epoch 211, 25% 	 Loss : 6.2393e-01 	 Res : 1.1749e-03 	 MSE : 2.7334e-01
Epoch 211, 50% 	 Loss : 6.1390e-01 	 Res : 1.1152e-03 	 MSE : 2.7751e-01
Epoch 211, 75% 	 Loss : 6.0665e-01 	 Res : 1.2768e-03 	 MSE : 3.1841e-01
Training Epoch 211 : 	 Train : 6.15863e-01 	 Res : 1.27371e-03 	 MSE : 3.14880e-01
Validation Epoch 211 : 	 Train : 6.05509e-01 	 Res : 1.56302e-03 	 MSE : 2.30000e-01
Training Epoch 211 finished, took current epoch 52.97s, cumulative time 11131.70s
Epoch 212, 25% 	 Loss : 6.3628e-01 	 Res : 1.4097e-03 	 MSE : 2.9151e-01
Epoch 212, 50% 	 Loss : 6.0919e-01 	 Res : 1.5182e-03 	 MSE : 2.6986e-01
Epoch 212, 75% 	 Loss : 6.1331e-01 	 Res : 1.2009e-03 	 MSE : 1.9568e-01
Training Epoch 212 : 	 Train : 6.19747e-01 	 Res : 1.44073e-03 	 MSE : 2.51027e-01
Validation Epoch 212 : 	 Train : 6.15193e-01 	 Res : 1.84827e-03 	 MSE : 1.64656e-01
Training Epoch 212 finished, took current epoch 53.11s, cumulative time 11184.59s
Epoch 213, 25% 	 Loss : 6.2860e-01 	 Res : 1.5701e-03 	 MSE : 1.6103e-01
Epoch 213, 50% 	 Loss : 6.1284e-01 	 Res : 1.5759e-03 	 MSE : 2.6691e-01
Epoch 213, 75% 	 Loss : 6.1162e-01 	 Res : 1.1733e-03 	 MSE : 2.6976e-01
Training Epoch 213 : 	 Train : 6.17521e-01 	 Res : 1.37973e-03 	 MSE : 2.41646e-01
Validation Epoch 213 : 	 Train : 6.02903e-01 	 Res : 1.08743e-03 	 MSE : 3.06272e-01
Training Epoch 213 finished, took current epoch 53.16s, cumulative time 11237.62s
Epoch 214, 25% 	 Loss : 6.1687e-01 	 Res : 1.0796e-03 	 MSE : 2.6273e-01
Epoch 214, 50% 	 Loss : 6.0055e-01 	 Res : 1.1019e-03 	 MSE : 2.7109e-01
Epoch 214, 75% 	 Loss : 6.2669e-01 	 Res : 1.1390e-03 	 MSE : 2.8120e-01
Training Epoch 214 : 	 Train : 6.14493e-01 	 Res : 1.13431e-03 	 MSE : 2.73261e-01
Validation Epoch 214 : 	 Train : 6.08966e-01 	 Res : 1.87103e-03 	 MSE : 4.41226e-01
Training Epoch 214 finished, took current epoch 52.07s, cumulative time 11289.56s
Epoch 215, 25% 	 Loss : 6.2526e-01 	 Res : 1.1016e-03 	 MSE : 2.6101e-01
Epoch 215, 50% 	 Loss : 6.0926e-01 	 Res : 1.0671e-03 	 MSE : 2.4766e-01
Epoch 215, 75% 	 Loss : 6.1654e-01 	 Res : 1.1479e-03 	 MSE : 2.6616e-01
Training Epoch 215 : 	 Train : 6.14186e-01 	 Res : 1.10890e-03 	 MSE : 2.60748e-01
Validation Epoch 215 : 	 Train : 6.03468e-01 	 Res : 1.19595e-03 	 MSE : 3.53681e-01
Training Epoch 215 finished, took current epoch 51.96s, cumulative time 11341.38s
Epoch 216, 25% 	 Loss : 6.1785e-01 	 Res : 1.1335e-03 	 MSE : 2.5777e-01
Epoch 216, 50% 	 Loss : 6.1646e-01 	 Res : 1.2795e-03 	 MSE : 2.6412e-01
Epoch 216, 75% 	 Loss : 6.0958e-01 	 Res : 1.0393e-03 	 MSE : 2.3884e-01
Training Epoch 216 : 	 Train : 6.14936e-01 	 Res : 1.20994e-03 	 MSE : 2.42746e-01
Validation Epoch 216 : 	 Train : 6.26553e-01 	 Res : 3.47349e-03 	 MSE : 2.51925e-01
Training Epoch 216 finished, took current epoch 53.77s, cumulative time 11394.94s
Epoch 217, 25% 	 Loss : 6.1061e-01 	 Res : 1.5675e-03 	 MSE : 1.8392e-01
Epoch 217, 50% 	 Loss : 6.2711e-01 	 Res : 1.5337e-03 	 MSE : 2.3722e-01
Epoch 217, 75% 	 Loss : 6.1488e-01 	 Res : 1.3962e-03 	 MSE : 2.3035e-01
Training Epoch 217 : 	 Train : 6.17681e-01 	 Res : 1.43083e-03 	 MSE : 2.31587e-01
Validation Epoch 217 : 	 Train : 5.99807e-01 	 Res : 6.81913e-04 	 MSE : 7.15209e-02
Training Epoch 217 finished, took current epoch 53.29s, cumulative time 11448.05s
Epoch 218, 25% 	 Loss : 6.0426e-01 	 Res : 1.0110e-03 	 MSE : 2.2904e-01
Epoch 218, 50% 	 Loss : 6.3417e-01 	 Res : 2.6510e-03 	 MSE : 2.6304e-01
Epoch 218, 75% 	 Loss : 6.1482e-01 	 Res : 1.6210e-03 	 MSE : 1.9622e-01
Training Epoch 218 : 	 Train : 6.22883e-01 	 Res : 1.75968e-03 	 MSE : 2.19239e-01
Validation Epoch 218 : 	 Train : 6.03758e-01 	 Res : 8.05512e-04 	 MSE : 4.56497e-02
Training Epoch 218 finished, took current epoch 53.36s, cumulative time 11501.28s
Epoch 219, 25% 	 Loss : 6.1937e-01 	 Res : 1.8929e-03 	 MSE : 2.1061e-01
Epoch 219, 50% 	 Loss : 6.2623e-01 	 Res : 2.3995e-03 	 MSE : 4.2337e-01
Epoch 219, 75% 	 Loss : 6.2412e-01 	 Res : 1.4103e-03 	 MSE : 2.6839e-01
Training Epoch 219 : 	 Train : 6.19778e-01 	 Res : 1.71997e-03 	 MSE : 2.87296e-01
Validation Epoch 219 : 	 Train : 6.04656e-01 	 Res : 1.32777e-03 	 MSE : 3.21192e-01
Training Epoch 219 finished, took current epoch 53.98s, cumulative time 11555.16s
Epoch 220, 25% 	 Loss : 6.0310e-01 	 Res : 1.1646e-03 	 MSE : 2.8615e-01
Epoch 220, 50% 	 Loss : 6.2769e-01 	 Res : 1.3288e-03 	 MSE : 3.3582e-01
Epoch 220, 75% 	 Loss : 6.1228e-01 	 Res : 1.1180e-03 	 MSE : 2.6617e-01
Training Epoch 220 : 	 Train : 6.14471e-01 	 Res : 1.16748e-03 	 MSE : 2.86628e-01
Validation Epoch 220 : 	 Train : 6.00567e-01 	 Res : 8.84311e-04 	 MSE : 2.73144e-01
Training Epoch 220 finished, took current epoch 52.89s, cumulative time 11607.92s
Epoch 221, 25% 	 Loss : 6.2046e-01 	 Res : 1.0262e-03 	 MSE : 2.4655e-01
Epoch 221, 50% 	 Loss : 6.1179e-01 	 Res : 1.4695e-03 	 MSE : 3.4921e-01
Epoch 221, 75% 	 Loss : 6.0842e-01 	 Res : 1.8680e-03 	 MSE : 2.3927e-01
Training Epoch 221 : 	 Train : 6.18440e-01 	 Res : 1.49025e-03 	 MSE : 2.49693e-01
Validation Epoch 221 : 	 Train : 6.10463e-01 	 Res : 1.43748e-03 	 MSE : 4.53733e-01
Training Epoch 221 finished, took current epoch 54.17s, cumulative time 11661.75s
Epoch 222, 25% 	 Loss : 6.1502e-01 	 Res : 1.2129e-03 	 MSE : 2.6317e-01
Epoch 222, 50% 	 Loss : 6.0337e-01 	 Res : 1.1943e-03 	 MSE : 2.9262e-01
Epoch 222, 75% 	 Loss : 6.2717e-01 	 Res : 1.2351e-03 	 MSE : 2.7414e-01
Training Epoch 222 : 	 Train : 6.19411e-01 	 Res : 1.56551e-03 	 MSE : 3.31619e-01
Validation Epoch 222 : 	 Train : 6.06525e-01 	 Res : 1.50024e-03 	 MSE : 2.07020e-01
Training Epoch 222 finished, took current epoch 53.02s, cumulative time 11714.55s
Epoch 223, 25% 	 Loss : 6.1507e-01 	 Res : 1.8555e-03 	 MSE : 2.1621e-01
Epoch 223, 50% 	 Loss : 6.2090e-01 	 Res : 1.7361e-03 	 MSE : 2.3595e-01
Epoch 223, 75% 	 Loss : 6.2562e-01 	 Res : 1.1455e-03 	 MSE : 1.4053e-01
Training Epoch 223 : 	 Train : 6.18404e-01 	 Res : 1.55792e-03 	 MSE : 1.98772e-01
Validation Epoch 223 : 	 Train : 6.02615e-01 	 Res : 9.43926e-04 	 MSE : 5.22239e-02
Training Epoch 223 finished, took current epoch 53.99s, cumulative time 11768.35s
Epoch 224, 25% 	 Loss : 6.1513e-01 	 Res : 1.3449e-03 	 MSE : 2.2310e-01
Epoch 224, 50% 	 Loss : 6.3431e-01 	 Res : 1.2994e-03 	 MSE : 3.5018e-01
Epoch 224, 75% 	 Loss : 6.1023e-01 	 Res : 1.1543e-03 	 MSE : 2.4078e-01
Training Epoch 224 : 	 Train : 6.18303e-01 	 Res : 1.27426e-03 	 MSE : 2.72437e-01
Validation Epoch 224 : 	 Train : 6.14560e-01 	 Res : 1.78227e-03 	 MSE : 1.00867e-01
Training Epoch 224 finished, took current epoch 55.35s, cumulative time 11823.36s
Epoch 225, 25% 	 Loss : 6.3345e-01 	 Res : 1.9566e-03 	 MSE : 2.0746e-01
Epoch 225, 50% 	 Loss : 5.9956e-01 	 Res : 1.5971e-03 	 MSE : 2.7186e-01
Epoch 225, 75% 	 Loss : 6.1367e-01 	 Res : 1.5223e-03 	 MSE : 3.2716e-01
Training Epoch 225 : 	 Train : 6.19986e-01 	 Res : 1.65121e-03 	 MSE : 2.87112e-01
Validation Epoch 225 : 	 Train : 6.06994e-01 	 Res : 8.88498e-04 	 MSE : 4.03721e-02
Training Epoch 225 finished, took current epoch 53.51s, cumulative time 11876.70s
Epoch 226, 25% 	 Loss : 6.2555e-01 	 Res : 2.0642e-03 	 MSE : 4.4056e-01
Epoch 226, 50% 	 Loss : 6.1830e-01 	 Res : 2.6100e-03 	 MSE : 4.3694e-01
Epoch 226, 75% 	 Loss : 6.2520e-01 	 Res : 1.2801e-03 	 MSE : 1.7929e-01
Training Epoch 226 : 	 Train : 6.22149e-01 	 Res : 1.86682e-03 	 MSE : 3.30820e-01
Validation Epoch 226 : 	 Train : 6.07816e-01 	 Res : 1.86773e-03 	 MSE : 4.32227e-01
Training Epoch 226 finished, took current epoch 52.59s, cumulative time 11929.15s
Epoch 227, 25% 	 Loss : 6.1641e-01 	 Res : 1.2388e-03 	 MSE : 2.7581e-01
Epoch 227, 50% 	 Loss : 6.1982e-01 	 Res : 1.5052e-03 	 MSE : 2.8353e-01
Epoch 227, 75% 	 Loss : 6.3401e-01 	 Res : 1.6439e-03 	 MSE : 2.3052e-01
Training Epoch 227 : 	 Train : 6.17756e-01 	 Res : 1.45278e-03 	 MSE : 2.44723e-01
Validation Epoch 227 : 	 Train : 6.08803e-01 	 Res : 1.84149e-03 	 MSE : 3.78162e-01
Training Epoch 227 finished, took current epoch 53.29s, cumulative time 11982.30s
Epoch 228, 25% 	 Loss : 6.0335e-01 	 Res : 1.2480e-03 	 MSE : 2.6712e-01
Epoch 228, 50% 	 Loss : 6.1304e-01 	 Res : 1.1540e-03 	 MSE : 3.0780e-01
Epoch 228, 75% 	 Loss : 6.3080e-01 	 Res : 2.1022e-03 	 MSE : 4.1666e-01
Training Epoch 228 : 	 Train : 6.17407e-01 	 Res : 1.47170e-03 	 MSE : 3.24496e-01
Validation Epoch 228 : 	 Train : 6.03000e-01 	 Res : 8.01144e-04 	 MSE : 7.35103e-02
Training Epoch 228 finished, took current epoch 52.46s, cumulative time 12034.58s
Epoch 229, 25% 	 Loss : 6.2901e-01 	 Res : 2.3167e-03 	 MSE : 3.7895e-01
Epoch 229, 50% 	 Loss : 6.1114e-01 	 Res : 1.3680e-03 	 MSE : 2.8536e-01
Epoch 229, 75% 	 Loss : 6.2821e-01 	 Res : 1.2426e-03 	 MSE : 2.7525e-01
Training Epoch 229 : 	 Train : 6.16334e-01 	 Res : 1.51266e-03 	 MSE : 3.00349e-01
Validation Epoch 229 : 	 Train : 6.00828e-01 	 Res : 9.28362e-04 	 MSE : 1.04754e-01
Training Epoch 229 finished, took current epoch 53.47s, cumulative time 12087.82s
Epoch 230, 25% 	 Loss : 6.1299e-01 	 Res : 1.0885e-03 	 MSE : 2.4733e-01
Epoch 230, 50% 	 Loss : 6.1569e-01 	 Res : 1.1027e-03 	 MSE : 2.5894e-01
Epoch 230, 75% 	 Loss : 6.0491e-01 	 Res : 1.0877e-03 	 MSE : 2.6753e-01
Training Epoch 230 : 	 Train : 6.12986e-01 	 Res : 1.08811e-03 	 MSE : 2.57766e-01
Validation Epoch 230 : 	 Train : 6.09826e-01 	 Res : 1.53246e-03 	 MSE : 2.23387e-01
Training Epoch 230 finished, took current epoch 51.95s, cumulative time 12139.66s
Epoch 231, 25% 	 Loss : 6.1067e-01 	 Res : 1.7667e-03 	 MSE : 2.7654e-01
Epoch 231, 50% 	 Loss : 6.3336e-01 	 Res : 1.0759e-03 	 MSE : 2.5111e-01
Epoch 231, 75% 	 Loss : 6.1267e-01 	 Res : 1.5395e-03 	 MSE : 3.5035e-01
Training Epoch 231 : 	 Train : 6.18722e-01 	 Res : 1.48327e-03 	 MSE : 2.82672e-01
Validation Epoch 231 : 	 Train : 6.04927e-01 	 Res : 1.36981e-03 	 MSE : 4.56166e-02
Training Epoch 231 finished, took current epoch 52.62s, cumulative time 12192.18s
Epoch 232, 25% 	 Loss : 6.0933e-01 	 Res : 1.1823e-03 	 MSE : 1.3697e-01
Epoch 232, 50% 	 Loss : 6.3398e-01 	 Res : 1.1610e-03 	 MSE : 2.7974e-01
Epoch 232, 75% 	 Loss : 6.1918e-01 	 Res : 1.4181e-03 	 MSE : 3.0783e-01
Training Epoch 232 : 	 Train : 6.16192e-01 	 Res : 1.23853e-03 	 MSE : 2.40273e-01
Validation Epoch 232 : 	 Train : 6.03411e-01 	 Res : 1.04683e-03 	 MSE : 1.71086e-01
Training Epoch 232 finished, took current epoch 51.21s, cumulative time 12243.22s
Epoch 233, 25% 	 Loss : 6.0752e-01 	 Res : 1.0941e-03 	 MSE : 2.5008e-01
Epoch 233, 50% 	 Loss : 6.2473e-01 	 Res : 1.6951e-03 	 MSE : 2.2332e-01
Epoch 233, 75% 	 Loss : 6.1703e-01 	 Res : 1.3431e-03 	 MSE : 2.4745e-01
Training Epoch 233 : 	 Train : 6.16568e-01 	 Res : 1.57139e-03 	 MSE : 2.69091e-01
Validation Epoch 233 : 	 Train : 6.09217e-01 	 Res : 1.51269e-03 	 MSE : 1.67303e-01
Training Epoch 233 finished, took current epoch 53.30s, cumulative time 12296.38s
Epoch 234, 25% 	 Loss : 5.9610e-01 	 Res : 1.3816e-03 	 MSE : 2.7765e-01
Epoch 234, 50% 	 Loss : 6.1770e-01 	 Res : 1.1699e-03 	 MSE : 2.6517e-01
Epoch 234, 75% 	 Loss : 6.2608e-01 	 Res : 1.0128e-03 	 MSE : 2.4639e-01
Training Epoch 234 : 	 Train : 6.13161e-01 	 Res : 1.16060e-03 	 MSE : 2.62710e-01
Validation Epoch 234 : 	 Train : 6.02227e-01 	 Res : 1.39894e-03 	 MSE : 2.90343e-01
Training Epoch 234 finished, took current epoch 50.83s, cumulative time 12347.10s
Epoch 235, 25% 	 Loss : 6.0971e-01 	 Res : 1.0508e-03 	 MSE : 2.6295e-01
Epoch 235, 50% 	 Loss : 6.2485e-01 	 Res : 1.0171e-03 	 MSE : 2.6350e-01
Epoch 235, 75% 	 Loss : 6.0810e-01 	 Res : 1.1410e-03 	 MSE : 2.6139e-01
Training Epoch 235 : 	 Train : 6.17250e-01 	 Res : 1.51626e-03 	 MSE : 2.94048e-01
Validation Epoch 235 : 	 Train : 6.18283e-01 	 Res : 2.50709e-03 	 MSE : 7.95031e-02
Training Epoch 235 finished, took current epoch 52.54s, cumulative time 12399.51s
Epoch 236, 25% 	 Loss : 6.2847e-01 	 Res : 2.0477e-03 	 MSE : 1.8602e-01
Epoch 236, 50% 	 Loss : 6.2703e-01 	 Res : 1.4244e-03 	 MSE : 2.4098e-01
Epoch 236, 75% 	 Loss : 6.0055e-01 	 Res : 1.1376e-03 	 MSE : 2.4791e-01
Training Epoch 236 : 	 Train : 6.17239e-01 	 Res : 1.41743e-03 	 MSE : 2.30863e-01
Validation Epoch 236 : 	 Train : 5.98853e-01 	 Res : 9.41946e-04 	 MSE : 2.34772e-01
Training Epoch 236 finished, took current epoch 52.04s, cumulative time 12451.42s
Epoch 237, 25% 	 Loss : 6.1339e-01 	 Res : 1.3841e-03 	 MSE : 3.3225e-01
Epoch 237, 50% 	 Loss : 6.1962e-01 	 Res : 1.4452e-03 	 MSE : 2.6052e-01
Epoch 237, 75% 	 Loss : 6.2993e-01 	 Res : 1.7742e-03 	 MSE : 3.0258e-01
Training Epoch 237 : 	 Train : 6.18006e-01 	 Res : 1.43391e-03 	 MSE : 2.60318e-01
Validation Epoch 237 : 	 Train : 6.03006e-01 	 Res : 6.06379e-04 	 MSE : 6.00673e-02
Training Epoch 237 finished, took current epoch 53.52s, cumulative time 12504.68s
MODEL SAVED
Epoch 238, 25% 	 Loss : 6.2581e-01 	 Res : 2.4987e-03 	 MSE : 3.5384e-01
Epoch 238, 50% 	 Loss : 6.2623e-01 	 Res : 1.8563e-03 	 MSE : 1.6332e-01
Epoch 238, 75% 	 Loss : 6.1787e-01 	 Res : 1.4338e-03 	 MSE : 2.8044e-01
Training Epoch 238 : 	 Train : 6.19130e-01 	 Res : 1.72575e-03 	 MSE : 2.60810e-01
Validation Epoch 238 : 	 Train : 5.96914e-01 	 Res : 6.04069e-04 	 MSE : 6.27311e-02
Training Epoch 238 finished, took current epoch 52.21s, cumulative time 12556.70s
MODEL SAVED
Epoch 239, 25% 	 Loss : 6.2620e-01 	 Res : 1.5863e-03 	 MSE : 2.7576e-01
Epoch 239, 50% 	 Loss : 6.0944e-01 	 Res : 1.3792e-03 	 MSE : 2.5906e-01
Epoch 239, 75% 	 Loss : 6.2301e-01 	 Res : 1.2907e-03 	 MSE : 2.0949e-01
Training Epoch 239 : 	 Train : 6.15760e-01 	 Res : 1.34396e-03 	 MSE : 2.50525e-01
Validation Epoch 239 : 	 Train : 6.01523e-01 	 Res : 1.35556e-03 	 MSE : 3.28990e-01
Training Epoch 239 finished, took current epoch 53.10s, cumulative time 12609.69s
Epoch 240, 25% 	 Loss : 6.0699e-01 	 Res : 1.0894e-03 	 MSE : 2.5907e-01
Epoch 240, 50% 	 Loss : 6.0450e-01 	 Res : 1.0474e-03 	 MSE : 2.5035e-01
Epoch 240, 75% 	 Loss : 6.2625e-01 	 Res : 1.4669e-03 	 MSE : 3.4255e-01
Training Epoch 240 : 	 Train : 6.15614e-01 	 Res : 1.23646e-03 	 MSE : 2.81149e-01
Validation Epoch 240 : 	 Train : 5.99174e-01 	 Res : 6.12362e-04 	 MSE : 6.00010e-02
Training Epoch 240 finished, took current epoch 53.26s, cumulative time 12662.86s
Epoch 241, 25% 	 Loss : 6.2552e-01 	 Res : 1.4549e-03 	 MSE : 2.5607e-01
Epoch 241, 50% 	 Loss : 6.1785e-01 	 Res : 2.5342e-03 	 MSE : 4.9153e-01
Epoch 241, 75% 	 Loss : 6.0473e-01 	 Res : 1.5792e-03 	 MSE : 1.9760e-01
Training Epoch 241 : 	 Train : 6.19932e-01 	 Res : 1.76961e-03 	 MSE : 2.84439e-01
Validation Epoch 241 : 	 Train : 6.14102e-01 	 Res : 2.35432e-03 	 MSE : 2.09051e-01
Training Epoch 241 finished, took current epoch 52.27s, cumulative time 12715.02s
Epoch 242, 25% 	 Loss : 6.0522e-01 	 Res : 1.2563e-03 	 MSE : 2.4684e-01
Epoch 242, 50% 	 Loss : 6.2311e-01 	 Res : 1.0546e-03 	 MSE : 2.4781e-01
Epoch 242, 75% 	 Loss : 6.1652e-01 	 Res : 1.1151e-03 	 MSE : 2.7455e-01
Training Epoch 242 : 	 Train : 6.12512e-01 	 Res : 1.13312e-03 	 MSE : 2.61161e-01
Validation Epoch 242 : 	 Train : 5.97639e-01 	 Res : 5.55130e-04 	 MSE : 3.31936e-02
Training Epoch 242 finished, took current epoch 51.62s, cumulative time 12766.44s
MODEL SAVED
Epoch 243, 25% 	 Loss : 6.3233e-01 	 Res : 2.3062e-03 	 MSE : 2.2873e-01
Epoch 243, 50% 	 Loss : 6.0483e-01 	 Res : 1.0521e-03 	 MSE : 1.9154e-01
Epoch 243, 75% 	 Loss : 6.1807e-01 	 Res : 2.2631e-03 	 MSE : 2.1319e-01
Training Epoch 243 : 	 Train : 6.18850e-01 	 Res : 1.77220e-03 	 MSE : 1.99341e-01
Validation Epoch 243 : 	 Train : 6.08125e-01 	 Res : 1.49345e-03 	 MSE : 1.14209e-01
Training Epoch 243 finished, took current epoch 52.31s, cumulative time 12818.66s
Epoch 244, 25% 	 Loss : 6.1452e-01 	 Res : 1.1561e-03 	 MSE : 2.3857e-01
Epoch 244, 50% 	 Loss : 6.2059e-01 	 Res : 1.2971e-03 	 MSE : 2.9026e-01
Epoch 244, 75% 	 Loss : 6.0646e-01 	 Res : 1.3843e-03 	 MSE : 2.2278e-01
Training Epoch 244 : 	 Train : 6.14108e-01 	 Res : 1.24931e-03 	 MSE : 2.63179e-01
