Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Validation Epoch 206 : 	 Train : 2.55154e-02 	 Res : 4.78589e-03 	 Jac : 1.61531e-02 	 Enc : 3.46215e-03 	 AE : 2.76788e-04 	 MSE : 8.37426e-01
Training Epoch 206 finished, took current epoch 505.44s, cumulative time 97087.13s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 207, 25% 	 Loss : 2.7400e-02 	 Res : 5.7288e-03 	 Jac : 1.6142e-02 	 Enc : 3.4570e-03 	 AEnc : 2.5002e-04 	 MSE : 1.8220e+00
Epoch 207, 50% 	 Loss : 2.8478e-02 	 Res : 6.2557e-03 	 Jac : 1.6148e-02 	 Enc : 3.4659e-03 	 AEnc : 1.0565e-04 	 MSE : 2.5027e+00
Epoch 207, 75% 	 Loss : 2.6336e-02 	 Res : 5.0457e-03 	 Jac : 1.6123e-02 	 Enc : 3.4989e-03 	 AEnc : 1.1261e-04 	 MSE : 1.5558e+00
Training Epoch 207 : 	 Train : 2.70769e-02 	 Res : 5.49048e-03 	 Jac : 1.61074e-02 	 Enc : 3.47368e-03 	 AE : 1.42368e-04 	 MSE : 1.86303e+00
Validation Epoch 207 : 	 Train : 2.84983e-02 	 Res : 6.15339e-03 	 Jac : 1.62907e-02 	 Enc : 3.43940e-03 	 AE : 8.16852e-05 	 MSE : 2.53307e+00
Training Epoch 207 finished, took current epoch 496.41s, cumulative time 97583.50s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 208, 25% 	 Loss : 2.6356e-02 	 Res : 4.9432e-03 	 Jac : 1.6257e-02 	 Enc : 3.4905e-03 	 AEnc : 9.6322e-05 	 MSE : 1.5696e+00
Epoch 208, 50% 	 Loss : 2.9478e-02 	 Res : 6.7606e-03 	 Jac : 1.6074e-02 	 Enc : 3.4614e-03 	 AEnc : 9.8149e-05 	 MSE : 3.0834e+00
Epoch 208, 75% 	 Loss : 2.8973e-02 	 Res : 6.4192e-03 	 Jac : 1.6105e-02 	 Enc : 3.4796e-03 	 AEnc : 1.1614e-04 	 MSE : 2.8535e+00
Training Epoch 208 : 	 Train : 2.81528e-02 	 Res : 5.98264e-03 	 Jac : 1.61290e-02 	 Enc : 3.47751e-03 	 AE : 1.08252e-04 	 MSE : 2.45541e+00
Validation Epoch 208 : 	 Train : 3.66360e-02 	 Res : 1.03791e-02 	 Jac : 1.61419e-02 	 Enc : 3.55917e-03 	 AE : 1.12048e-04 	 MSE : 6.44381e+00
Training Epoch 208 finished, took current epoch 502.35s, cumulative time 98085.82s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 209, 25% 	 Loss : 2.9096e-02 	 Res : 6.4576e-03 	 Jac : 1.6151e-02 	 Enc : 3.4684e-03 	 AEnc : 9.7812e-05 	 MSE : 2.9212e+00
Epoch 209, 50% 	 Loss : 2.5598e-02 	 Res : 4.7134e-03 	 Jac : 1.6128e-02 	 Enc : 3.4793e-03 	 AEnc : 1.3383e-04 	 MSE : 1.1437e+00
Epoch 209, 75% 	 Loss : 2.9650e-02 	 Res : 6.7729e-03 	 Jac : 1.6149e-02 	 Enc : 3.4826e-03 	 AEnc : 4.0933e-04 	 MSE : 2.8367e+00
Training Epoch 209 : 	 Train : 2.86599e-02 	 Res : 6.15193e-03 	 Jac : 1.61565e-02 	 Enc : 3.47733e-03 	 AE : 7.20118e-04 	 MSE : 2.15402e+00
Validation Epoch 209 : 	 Train : 3.81186e-02 	 Res : 1.05971e-02 	 Jac : 1.61675e-02 	 Enc : 3.55389e-03 	 AE : 2.67892e-03 	 MSE : 5.12123e+00
Training Epoch 209 finished, took current epoch 506.36s, cumulative time 98592.17s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 210, 25% 	 Loss : 3.4093e-02 	 Res : 8.3687e-03 	 Jac : 1.6147e-02 	 Enc : 3.4594e-03 	 AEnc : 2.8678e-03 	 MSE : 3.2493e+00
Epoch 210, 50% 	 Loss : 2.7042e-02 	 Res : 4.9471e-03 	 Jac : 1.6138e-02 	 Enc : 3.5071e-03 	 AEnc : 1.2500e-03 	 MSE : 1.2001e+00
Epoch 210, 75% 	 Loss : 3.0285e-02 	 Res : 5.9329e-03 	 Jac : 1.6114e-02 	 Enc : 3.4799e-03 	 AEnc : 2.8235e-03 	 MSE : 1.9348e+00
Training Epoch 210 : 	 Train : 2.97614e-02 	 Res : 6.20487e-03 	 Jac : 1.61330e-02 	 Enc : 3.48168e-03 	 AE : 1.94086e-03 	 MSE : 2.00098e+00
Validation Epoch 210 : 	 Train : 2.60267e-02 	 Res : 4.70017e-03 	 Jac : 1.60474e-02 	 Enc : 3.49226e-03 	 AE : 9.73030e-05 	 MSE : 1.68954e+00
Training Epoch 210 finished, took current epoch 494.70s, cumulative time 99086.84s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 211, 25% 	 Loss : 2.7045e-02 	 Res : 5.4440e-03 	 Jac : 1.6140e-02 	 Enc : 3.4803e-03 	 AEnc : 1.1919e-04 	 MSE : 1.8621e+00
Epoch 211, 50% 	 Loss : 2.5598e-02 	 Res : 4.7131e-03 	 Jac : 1.6108e-02 	 Enc : 3.4649e-03 	 AEnc : 1.2287e-04 	 MSE : 1.1889e+00
Epoch 211, 75% 	 Loss : 2.6550e-02 	 Res : 5.1855e-03 	 Jac : 1.6046e-02 	 Enc : 3.4901e-03 	 AEnc : 1.0988e-04 	 MSE : 1.7187e+00
Training Epoch 211 : 	 Train : 2.65343e-02 	 Res : 5.17132e-03 	 Jac : 1.60935e-02 	 Enc : 3.47790e-03 	 AE : 1.46996e-04 	 MSE : 1.64458e+00
Validation Epoch 211 : 	 Train : 3.49318e-02 	 Res : 9.61574e-03 	 Jac : 1.64524e-02 	 Enc : 3.44161e-03 	 AE : 2.47408e-04 	 MSE : 5.17464e+00
Training Epoch 211 finished, took current epoch 507.32s, cumulative time 99594.13s
Current Learning rate DEQ : 0.00020176803499999987
Current Learning rate AUTOENC : 0.00040353606999999974
Epoch 212, 25% 	 Loss : 2.6943e-02 	 Res : 5.3599e-03 	 Jac : 1.6084e-02 	 Enc : 3.4766e-03 	 AEnc : 1.9896e-04 	 MSE : 1.8234e+00
Epoch 212, 50% 	 Loss : 2.5783e-02 	 Res : 4.7192e-03 	 Jac : 1.6232e-02 	 Enc : 3.4881e-03 	 AEnc : 1.1429e-04 	 MSE : 1.2298e+00
Epoch 212, 75% 	 Loss : 2.4791e-02 	 Res : 4.2475e-03 	 Jac : 1.6177e-02 	 Enc : 3.4507e-03 	 AEnc : 1.0148e-04 	 MSE : 8.1353e-01
Training Epoch 212 : 	 Train : 2.60395e-02 	 Res : 4.87479e-03 	 Jac : 1.61466e-02 	 Enc : 3.47466e-03 	 AE : 1.29825e-04 	 MSE : 1.41358e+00
Validation Epoch 212 : 	 Train : 2.92590e-02 	 Res : 6.48325e-03 	 Jac : 1.62807e-02 	 Enc : 3.44341e-03 	 AE : 8.04707e-05 	 MSE : 2.97124e+00
Training Epoch 212 finished, took current epoch 512.46s, cumulative time 100106.58s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 213, 25% 	 Loss : 2.5503e-02 	 Res : 4.4757e-03 	 Jac : 1.6277e-02 	 Enc : 3.4655e-03 	 AEnc : 1.0501e-04 	 MSE : 1.1796e+00
Epoch 213, 50% 	 Loss : 2.5337e-02 	 Res : 4.5303e-03 	 Jac : 1.6149e-02 	 Enc : 3.4863e-03 	 AEnc : 9.0123e-05 	 MSE : 1.0818e+00
Epoch 213, 75% 	 Loss : 2.8572e-02 	 Res : 6.5022e-03 	 Jac : 1.6193e-02 	 Enc : 3.4891e-03 	 AEnc : 1.1400e-04 	 MSE : 2.2733e+00
Training Epoch 213 : 	 Train : 2.63888e-02 	 Res : 5.13197e-03 	 Jac : 1.61582e-02 	 Enc : 3.47685e-03 	 AE : 1.05705e-04 	 MSE : 1.51601e+00
Validation Epoch 213 : 	 Train : 2.41184e-02 	 Res : 3.90795e-03 	 Jac : 1.61509e-02 	 Enc : 3.47388e-03 	 AE : 1.07231e-04 	 MSE : 4.78451e-01
Training Epoch 213 finished, took current epoch 503.74s, cumulative time 100610.25s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
MODEL SAVED
Epoch 214, 25% 	 Loss : 2.8770e-02 	 Res : 6.3317e-03 	 Jac : 1.6141e-02 	 Enc : 3.4746e-03 	 AEnc : 1.1999e-04 	 MSE : 2.7030e+00
Epoch 214, 50% 	 Loss : 2.6537e-02 	 Res : 5.1911e-03 	 Jac : 1.6058e-02 	 Enc : 3.4832e-03 	 AEnc : 1.0619e-04 	 MSE : 1.6989e+00
Epoch 214, 75% 	 Loss : 2.6284e-02 	 Res : 4.9236e-03 	 Jac : 1.6136e-02 	 Enc : 3.4738e-03 	 AEnc : 1.1181e-04 	 MSE : 1.6389e+00
Training Epoch 214 : 	 Train : 2.72311e-02 	 Res : 5.54847e-03 	 Jac : 1.61090e-02 	 Enc : 3.47806e-03 	 AE : 1.14024e-04 	 MSE : 1.98161e+00
Validation Epoch 214 : 	 Train : 2.55557e-02 	 Res : 4.55544e-03 	 Jac : 1.58931e-02 	 Enc : 3.48516e-03 	 AE : 7.93398e-05 	 MSE : 1.54265e+00
Training Epoch 214 finished, took current epoch 492.65s, cumulative time 101102.89s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 215, 25% 	 Loss : 2.5083e-02 	 Res : 4.5096e-03 	 Jac : 1.6139e-02 	 Enc : 3.4653e-03 	 AEnc : 1.1019e-04 	 MSE : 8.5945e-01
Epoch 215, 50% 	 Loss : 2.4529e-02 	 Res : 4.1479e-03 	 Jac : 1.6218e-02 	 Enc : 3.4772e-03 	 AEnc : 9.6288e-05 	 MSE : 5.8962e-01
Epoch 215, 75% 	 Loss : 2.4268e-02 	 Res : 3.9062e-03 	 Jac : 1.6276e-02 	 Enc : 3.4461e-03 	 AEnc : 9.0125e-05 	 MSE : 5.4951e-01
Training Epoch 215 : 	 Train : 2.52969e-02 	 Res : 4.49756e-03 	 Jac : 1.62293e-02 	 Enc : 3.47375e-03 	 AE : 9.93284e-05 	 MSE : 9.96918e-01
Validation Epoch 215 : 	 Train : 2.52695e-02 	 Res : 4.48988e-03 	 Jac : 1.61427e-02 	 Enc : 3.44934e-03 	 AE : 7.54205e-05 	 MSE : 1.11209e+00
Training Epoch 215 finished, took current epoch 501.24s, cumulative time 101604.11s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 216, 25% 	 Loss : 2.6979e-02 	 Res : 5.5063e-03 	 Jac : 1.6202e-02 	 Enc : 3.4730e-03 	 AEnc : 1.2319e-04 	 MSE : 1.6747e+00
Epoch 216, 50% 	 Loss : 2.6345e-02 	 Res : 4.9742e-03 	 Jac : 1.6222e-02 	 Enc : 3.4809e-03 	 AEnc : 1.1822e-04 	 MSE : 1.5498e+00
Epoch 216, 75% 	 Loss : 2.7592e-02 	 Res : 5.5886e-03 	 Jac : 1.6175e-02 	 Enc : 3.4856e-03 	 AEnc : 1.0754e-04 	 MSE : 2.2351e+00
Training Epoch 216 : 	 Train : 2.70179e-02 	 Res : 5.37160e-03 	 Jac : 1.61824e-02 	 Enc : 3.47773e-03 	 AE : 1.10241e-04 	 MSE : 1.87595e+00
Validation Epoch 216 : 	 Train : 2.44152e-02 	 Res : 4.02790e-03 	 Jac : 1.59476e-02 	 Enc : 3.47259e-03 	 AE : 8.38823e-05 	 MSE : 8.83218e-01
Training Epoch 216 finished, took current epoch 486.57s, cumulative time 102090.67s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 217, 25% 	 Loss : 2.5378e-02 	 Res : 4.4957e-03 	 Jac : 1.6154e-02 	 Enc : 3.4939e-03 	 AEnc : 1.2088e-04 	 MSE : 1.1127e+00
Epoch 217, 50% 	 Loss : 2.4983e-02 	 Res : 4.3674e-03 	 Jac : 1.6188e-02 	 Enc : 3.4648e-03 	 AEnc : 9.9709e-05 	 MSE : 8.6354e-01
Epoch 217, 75% 	 Loss : 2.4580e-02 	 Res : 4.0923e-03 	 Jac : 1.6168e-02 	 Enc : 3.4675e-03 	 AEnc : 2.3737e-04 	 MSE : 6.1490e-01
Training Epoch 217 : 	 Train : 2.50305e-02 	 Res : 4.36828e-03 	 Jac : 1.61640e-02 	 Enc : 3.47757e-03 	 AE : 1.45666e-04 	 MSE : 8.74983e-01
Validation Epoch 217 : 	 Train : 2.44178e-02 	 Res : 4.06124e-03 	 Jac : 1.60819e-02 	 Enc : 3.46097e-03 	 AE : 8.79635e-05 	 MSE : 7.25686e-01
Training Epoch 217 finished, took current epoch 509.34s, cumulative time 102600.00s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 218, 25% 	 Loss : 2.4895e-02 	 Res : 4.2919e-03 	 Jac : 1.6241e-02 	 Enc : 3.4581e-03 	 AEnc : 1.4971e-04 	 MSE : 7.5383e-01
Epoch 218, 50% 	 Loss : 2.6923e-02 	 Res : 5.4398e-03 	 Jac : 1.6178e-02 	 Enc : 3.4840e-03 	 AEnc : 2.3498e-04 	 MSE : 1.5860e+00
Epoch 218, 75% 	 Loss : 2.6679e-02 	 Res : 5.1206e-03 	 Jac : 1.6151e-02 	 Enc : 3.4704e-03 	 AEnc : 3.3556e-04 	 MSE : 1.6016e+00
Training Epoch 218 : 	 Train : 2.61070e-02 	 Res : 4.88918e-03 	 Jac : 1.61934e-02 	 Enc : 3.47584e-03 	 AE : 2.74817e-04 	 MSE : 1.27384e+00
Validation Epoch 218 : 	 Train : 2.60771e-02 	 Res : 4.75614e-03 	 Jac : 1.61358e-02 	 Enc : 3.51297e-03 	 AE : 2.43623e-04 	 MSE : 1.42858e+00
Training Epoch 218 finished, took current epoch 497.64s, cumulative time 103097.62s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 219, 25% 	 Loss : 2.5372e-02 	 Res : 4.2957e-03 	 Jac : 1.6216e-02 	 Enc : 3.4699e-03 	 AEnc : 3.4656e-04 	 MSE : 1.0432e+00
Epoch 219, 50% 	 Loss : 2.8215e-02 	 Res : 5.3212e-03 	 Jac : 1.6164e-02 	 Enc : 3.4785e-03 	 AEnc : 1.5011e-03 	 MSE : 1.7500e+00
Epoch 219, 75% 	 Loss : 3.2191e-02 	 Res : 5.7519e-03 	 Jac : 1.6283e-02 	 Enc : 3.4915e-03 	 AEnc : 5.2740e-03 	 MSE : 1.3913e+00
Training Epoch 219 : 	 Train : 2.84313e-02 	 Res : 5.10939e-03 	 Jac : 1.62280e-02 	 Enc : 3.48194e-03 	 AE : 2.25848e-03 	 MSE : 1.35356e+00
Validation Epoch 219 : 	 Train : 2.78208e-02 	 Res : 4.40154e-03 	 Jac : 1.60446e-02 	 Enc : 3.50264e-03 	 AE : 3.02529e-03 	 MSE : 8.46782e-01
Training Epoch 219 finished, took current epoch 507.07s, cumulative time 103604.65s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 220, 25% 	 Loss : 3.0326e-02 	 Res : 5.6578e-03 	 Jac : 1.6325e-02 	 Enc : 3.4709e-03 	 AEnc : 2.9842e-03 	 MSE : 1.8882e+00
Epoch 220, 50% 	 Loss : 2.6365e-02 	 Res : 4.8870e-03 	 Jac : 1.6164e-02 	 Enc : 3.4926e-03 	 AEnc : 4.4172e-04 	 MSE : 1.3793e+00
Epoch 220, 75% 	 Loss : 2.5279e-02 	 Res : 4.4627e-03 	 Jac : 1.6132e-02 	 Enc : 3.4784e-03 	 AEnc : 2.1992e-04 	 MSE : 9.8619e-01
Training Epoch 220 : 	 Train : 2.68136e-02 	 Res : 4.86585e-03 	 Jac : 1.61848e-02 	 Enc : 3.48387e-03 	 AE : 9.60503e-04 	 MSE : 1.31851e+00
Validation Epoch 220 : 	 Train : 2.43611e-02 	 Res : 3.99098e-03 	 Jac : 1.62207e-02 	 Enc : 3.46917e-03 	 AE : 8.47724e-05 	 MSE : 5.95483e-01
Training Epoch 220 finished, took current epoch 493.74s, cumulative time 104098.37s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 221, 25% 	 Loss : 2.4987e-02 	 Res : 4.2969e-03 	 Jac : 1.6139e-02 	 Enc : 3.4776e-03 	 AEnc : 9.5834e-05 	 MSE : 9.7790e-01
Epoch 221, 50% 	 Loss : 2.5078e-02 	 Res : 4.3826e-03 	 Jac : 1.6165e-02 	 Enc : 3.4756e-03 	 AEnc : 1.0328e-04 	 MSE : 9.5136e-01
Epoch 221, 75% 	 Loss : 2.6416e-02 	 Res : 4.6783e-03 	 Jac : 1.6206e-02 	 Enc : 3.4714e-03 	 AEnc : 1.1371e-03 	 MSE : 9.2295e-01
Training Epoch 221 : 	 Train : 2.55639e-02 	 Res : 4.54733e-03 	 Jac : 1.61694e-02 	 Enc : 3.47317e-03 	 AE : 3.94335e-04 	 MSE : 9.79697e-01
Validation Epoch 221 : 	 Train : 2.57974e-02 	 Res : 4.69717e-03 	 Jac : 1.62042e-02 	 Enc : 3.50403e-03 	 AE : 1.51082e-04 	 MSE : 1.24094e+00
Training Epoch 221 finished, took current epoch 515.06s, cumulative time 104613.41s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 222, 25% 	 Loss : 2.7961e-02 	 Res : 5.8030e-03 	 Jac : 1.6103e-02 	 Enc : 3.4989e-03 	 AEnc : 1.0451e-04 	 MSE : 2.4523e+00
Epoch 222, 50% 	 Loss : 2.5421e-02 	 Res : 4.5324e-03 	 Jac : 1.6153e-02 	 Enc : 3.4673e-03 	 AEnc : 9.9657e-05 	 MSE : 1.1686e+00
Epoch 222, 75% 	 Loss : 2.5398e-02 	 Res : 4.6481e-03 	 Jac : 1.6274e-02 	 Enc : 3.4735e-03 	 AEnc : 1.6886e-04 	 MSE : 8.3323e-01
Training Epoch 222 : 	 Train : 2.61613e-02 	 Res : 4.94274e-03 	 Jac : 1.61943e-02 	 Enc : 3.47720e-03 	 AE : 1.24829e-04 	 MSE : 1.42223e+00
Validation Epoch 222 : 	 Train : 2.54750e-02 	 Res : 4.57019e-03 	 Jac : 1.61261e-02 	 Enc : 3.50317e-03 	 AE : 1.32588e-04 	 MSE : 1.14289e+00
Training Epoch 222 finished, took current epoch 496.45s, cumulative time 105109.81s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 223, 25% 	 Loss : 2.5097e-02 	 Res : 4.4162e-03 	 Jac : 1.6066e-02 	 Enc : 3.4805e-03 	 AEnc : 1.0950e-04 	 MSE : 1.0246e+00
Epoch 223, 50% 	 Loss : 2.5186e-02 	 Res : 4.4155e-03 	 Jac : 1.6202e-02 	 Enc : 3.4577e-03 	 AEnc : 9.0245e-05 	 MSE : 1.0206e+00
Epoch 223, 75% 	 Loss : 2.5053e-02 	 Res : 4.3219e-03 	 Jac : 1.6088e-02 	 Enc : 3.4766e-03 	 AEnc : 9.9680e-05 	 MSE : 1.0666e+00
Training Epoch 223 : 	 Train : 2.61410e-02 	 Res : 4.90410e-03 	 Jac : 1.61299e-02 	 Enc : 3.47316e-03 	 AE : 1.00105e-04 	 MSE : 1.53369e+00
Validation Epoch 223 : 	 Train : 2.45375e-02 	 Res : 4.15415e-03 	 Jac : 1.61014e-02 	 Enc : 3.46506e-03 	 AE : 9.05056e-05 	 MSE : 7.26433e-01
Training Epoch 223 finished, took current epoch 489.52s, cumulative time 105599.30s
Current Learning rate DEQ : 0.0001412376244999999
Current Learning rate AUTOENC : 0.0002824752489999998
Epoch 224, 25% 	 Loss : 3.1552e-02 	 Res : 7.6192e-03 	 Jac : 1.6145e-02 	 Enc : 3.4728e-03 	 AEnc : 1.0256e-04 	 MSE : 4.2125e+00
Epoch 224, 50% 	 Loss : 2.8958e-02 	 Res : 6.2326e-03 	 Jac : 1.6045e-02 	 Enc : 3.5000e-03 	 AEnc : 1.1944e-04 	 MSE : 3.0606e+00
Epoch 224, 75% 	 Loss : 2.7039e-02 	 Res : 5.2897e-03 	 Jac : 1.6157e-02 	 Enc : 3.4956e-03 	 AEnc : 1.0239e-04 	 MSE : 1.9945e+00
Training Epoch 224 : 	 Train : 2.87236e-02 	 Res : 6.16185e-03 	 Jac : 1.61036e-02 	 Enc : 3.48810e-03 	 AE : 1.05720e-04 	 MSE : 2.86431e+00
Validation Epoch 224 : 	 Train : 2.89454e-02 	 Res : 6.29676e-03 	 Jac : 1.61813e-02 	 Enc : 3.44720e-03 	 AE : 7.67746e-05 	 MSE : 2.94331e+00
Training Epoch 224 finished, took current epoch 491.18s, cumulative time 106090.47s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 225, 25% 	 Loss : 2.5751e-02 	 Res : 4.6774e-03 	 Jac : 1.6125e-02 	 Enc : 3.4766e-03 	 AEnc : 8.9834e-05 	 MSE : 1.3824e+00
Epoch 225, 50% 	 Loss : 2.5568e-02 	 Res : 4.5444e-03 	 Jac : 1.6203e-02 	 Enc : 3.4746e-03 	 AEnc : 9.5374e-05 	 MSE : 1.2506e+00
Epoch 225, 75% 	 Loss : 2.5691e-02 	 Res : 4.6513e-03 	 Jac : 1.6084e-02 	 Enc : 3.4768e-03 	 AEnc : 9.5109e-05 	 MSE : 1.3841e+00
Training Epoch 225 : 	 Train : 2.56032e-02 	 Res : 4.60374e-03 	 Jac : 1.61204e-02 	 Enc : 3.47958e-03 	 AE : 9.76810e-05 	 MSE : 1.30180e+00
Validation Epoch 225 : 	 Train : 2.42115e-02 	 Res : 4.05812e-03 	 Jac : 1.61228e-02 	 Enc : 3.48250e-03 	 AE : 9.88852e-05 	 MSE : 4.49197e-01
Training Epoch 225 finished, took current epoch 499.37s, cumulative time 106589.80s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 226, 25% 	 Loss : 2.5720e-02 	 Res : 4.8390e-03 	 Jac : 1.6210e-02 	 Enc : 3.4776e-03 	 AEnc : 1.4805e-04 	 MSE : 1.0448e+00
Epoch 226, 50% 	 Loss : 2.4583e-02 	 Res : 4.0563e-03 	 Jac : 1.6186e-02 	 Enc : 3.4890e-03 	 AEnc : 1.2834e-04 	 MSE : 7.2397e-01
Epoch 226, 75% 	 Loss : 2.4491e-02 	 Res : 4.0509e-03 	 Jac : 1.6071e-02 	 Enc : 3.4648e-03 	 AEnc : 1.0315e-04 	 MSE : 8.0110e-01
Training Epoch 226 : 	 Train : 2.51511e-02 	 Res : 4.42634e-03 	 Jac : 1.61779e-02 	 Enc : 3.47988e-03 	 AE : 1.20976e-04 	 MSE : 9.45948e-01
Validation Epoch 226 : 	 Train : 2.43501e-02 	 Res : 3.93943e-03 	 Jac : 1.63124e-02 	 Enc : 3.47548e-03 	 AE : 9.30476e-05 	 MSE : 5.29827e-01
Training Epoch 226 finished, took current epoch 505.05s, cumulative time 107094.83s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 227, 25% 	 Loss : 2.5050e-02 	 Res : 4.3251e-03 	 Jac : 1.6112e-02 	 Enc : 3.4683e-03 	 AEnc : 1.0690e-04 	 MSE : 1.0376e+00
Epoch 227, 50% 	 Loss : 2.4311e-02 	 Res : 4.0221e-03 	 Jac : 1.6167e-02 	 Enc : 3.4854e-03 	 AEnc : 1.1506e-04 	 MSE : 5.2103e-01
Epoch 227, 75% 	 Loss : 2.6066e-02 	 Res : 4.8982e-03 	 Jac : 1.6171e-02 	 Enc : 3.4808e-03 	 AEnc : 1.2241e-04 	 MSE : 1.3936e+00
Training Epoch 227 : 	 Train : 2.52930e-02 	 Res : 4.45870e-03 	 Jac : 1.61482e-02 	 Enc : 3.47580e-03 	 AE : 1.82267e-04 	 MSE : 1.02798e+00
Validation Epoch 227 : 	 Train : 2.87476e-02 	 Res : 5.57333e-03 	 Jac : 1.60373e-02 	 Enc : 3.48908e-03 	 AE : 2.16896e-03 	 MSE : 1.47891e+00
Training Epoch 227 finished, took current epoch 487.95s, cumulative time 107582.76s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 228, 25% 	 Loss : 2.5310e-02 	 Res : 4.2266e-03 	 Jac : 1.6195e-02 	 Enc : 3.4827e-03 	 AEnc : 6.0553e-04 	 MSE : 7.9984e-01
Epoch 228, 50% 	 Loss : 2.7849e-02 	 Res : 5.6796e-03 	 Jac : 1.6276e-02 	 Enc : 3.5000e-03 	 AEnc : 1.2369e-04 	 MSE : 2.2700e+00
Epoch 228, 75% 	 Loss : 2.4797e-02 	 Res : 4.2476e-03 	 Jac : 1.6180e-02 	 Enc : 3.4603e-03 	 AEnc : 1.0914e-04 	 MSE : 8.0000e-01
Training Epoch 228 : 	 Train : 2.58821e-02 	 Res : 4.76791e-03 	 Jac : 1.62188e-02 	 Enc : 3.47985e-03 	 AE : 2.41335e-04 	 MSE : 1.17419e+00
Validation Epoch 228 : 	 Train : 2.46804e-02 	 Res : 4.32276e-03 	 Jac : 1.61110e-02 	 Enc : 3.46302e-03 	 AE : 9.84014e-05 	 MSE : 6.85166e-01
Training Epoch 228 finished, took current epoch 503.78s, cumulative time 108086.53s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 229, 25% 	 Loss : 2.4824e-02 	 Res : 4.2995e-03 	 Jac : 1.6179e-02 	 Enc : 3.4898e-03 	 AEnc : 1.3597e-04 	 MSE : 7.1994e-01
Epoch 229, 50% 	 Loss : 2.5148e-02 	 Res : 4.4129e-03 	 Jac : 1.6139e-02 	 Enc : 3.4719e-03 	 AEnc : 3.0010e-04 	 MSE : 8.2493e-01
Epoch 229, 75% 	 Loss : 2.4755e-02 	 Res : 4.1248e-03 	 Jac : 1.6291e-02 	 Enc : 3.4798e-03 	 AEnc : 1.4124e-04 	 MSE : 7.1762e-01
Training Epoch 229 : 	 Train : 2.49252e-02 	 Res : 4.28605e-03 	 Jac : 1.61792e-02 	 Enc : 3.47753e-03 	 AE : 1.93203e-04 	 MSE : 7.89165e-01
Validation Epoch 229 : 	 Train : 2.51212e-02 	 Res : 4.27530e-03 	 Jac : 1.61288e-02 	 Enc : 3.49658e-03 	 AE : 1.99835e-04 	 MSE : 1.02073e+00
Training Epoch 229 finished, took current epoch 511.75s, cumulative time 108598.27s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 230, 25% 	 Loss : 2.5514e-02 	 Res : 4.4155e-03 	 Jac : 1.6165e-02 	 Enc : 3.4882e-03 	 AEnc : 4.4437e-04 	 MSE : 1.0010e+00
Epoch 230, 50% 	 Loss : 2.6507e-02 	 Res : 4.2853e-03 	 Jac : 1.6202e-02 	 Enc : 3.4712e-03 	 AEnc : 1.8850e-03 	 MSE : 6.6365e-01
